,Location,value
1668,WARRIGAL_RD N of HIGH STREET_RD,116
1687,WARRIGAL_RD N of HIGH STREET_RD,122
1706,WARRIGAL_RD N of HIGH STREET_RD,107
1725,WARRIGAL_RD N of HIGH STREET_RD,98
1744,WARRIGAL_RD N of HIGH STREET_RD,91
1763,WARRIGAL_RD N of HIGH STREET_RD,55
1782,WARRIGAL_RD N of HIGH STREET_RD,48
1801,WARRIGAL_RD N of HIGH STREET_RD,28
1820,WARRIGAL_RD N of HIGH STREET_RD,31
16,WARRIGAL_RD N of HIGH STREET_RD,20
35,WARRIGAL_RD N of HIGH STREET_RD,20
54,WARRIGAL_RD N of HIGH STREET_RD,21
73,WARRIGAL_RD N of HIGH STREET_RD,16
92,WARRIGAL_RD N of HIGH STREET_RD,3
111,WARRIGAL_RD N of HIGH STREET_RD,9
130,WARRIGAL_RD N of HIGH STREET_RD,9
149,WARRIGAL_RD N of HIGH STREET_RD,11
168,WARRIGAL_RD N of HIGH STREET_RD,6
187,WARRIGAL_RD N of HIGH STREET_RD,7
206,WARRIGAL_RD N of HIGH STREET_RD,9
225,WARRIGAL_RD N of HIGH STREET_RD,5
244,WARRIGAL_RD N of HIGH STREET_RD,4
263,WARRIGAL_RD N of HIGH STREET_RD,6
282,WARRIGAL_RD N of HIGH STREET_RD,8
301,WARRIGAL_RD N of HIGH STREET_RD,7
320,WARRIGAL_RD N of HIGH STREET_RD,13
339,WARRIGAL_RD N of HIGH STREET_RD,10
358,WARRIGAL_RD N of HIGH STREET_RD,15
377,WARRIGAL_RD N of HIGH STREET_RD,14
396,WARRIGAL_RD N of HIGH STREET_RD,25
415,WARRIGAL_RD N of HIGH STREET_RD,36
434,WARRIGAL_RD N of HIGH STREET_RD,74
453,WARRIGAL_RD N of HIGH STREET_RD,74
472,WARRIGAL_RD N of HIGH STREET_RD,112
491,WARRIGAL_RD N of HIGH STREET_RD,172
510,WARRIGAL_RD N of HIGH STREET_RD,257
529,WARRIGAL_RD N of HIGH STREET_RD,241
548,WARRIGAL_RD N of HIGH STREET_RD,272
567,WARRIGAL_RD N of HIGH STREET_RD,349
586,WARRIGAL_RD N of HIGH STREET_RD,354
605,WARRIGAL_RD N of HIGH STREET_RD,381
624,WARRIGAL_RD N of HIGH STREET_RD,381
643,WARRIGAL_RD N of HIGH STREET_RD,414
662,WARRIGAL_RD N of HIGH STREET_RD,419
681,WARRIGAL_RD N of HIGH STREET_RD,374
700,WARRIGAL_RD N of HIGH STREET_RD,362
719,WARRIGAL_RD N of HIGH STREET_RD,313
738,WARRIGAL_RD N of HIGH STREET_RD,330
757,WARRIGAL_RD N of HIGH STREET_RD,324
776,WARRIGAL_RD N of HIGH STREET_RD,297
795,WARRIGAL_RD N of HIGH STREET_RD,278
814,WARRIGAL_RD N of HIGH STREET_RD,299
833,WARRIGAL_RD N of HIGH STREET_RD,269
852,WARRIGAL_RD N of HIGH STREET_RD,279
871,WARRIGAL_RD N of HIGH STREET_RD,260
890,WARRIGAL_RD N of HIGH STREET_RD,297
909,WARRIGAL_RD N of HIGH STREET_RD,307
928,WARRIGAL_RD N of HIGH STREET_RD,298
947,WARRIGAL_RD N of HIGH STREET_RD,294
966,WARRIGAL_RD N of HIGH STREET_RD,295
985,WARRIGAL_RD N of HIGH STREET_RD,251
1004,WARRIGAL_RD N of HIGH STREET_RD,280
1023,WARRIGAL_RD N of HIGH STREET_RD,280
1042,WARRIGAL_RD N of HIGH STREET_RD,275
1061,WARRIGAL_RD N of HIGH STREET_RD,274
1080,WARRIGAL_RD N of HIGH STREET_RD,292
1099,WARRIGAL_RD N of HIGH STREET_RD,310
1118,WARRIGAL_RD N of HIGH STREET_RD,284
1137,WARRIGAL_RD N of HIGH STREET_RD,288
1156,WARRIGAL_RD N of HIGH STREET_RD,284
1175,WARRIGAL_RD N of HIGH STREET_RD,301
1194,WARRIGAL_RD N of HIGH STREET_RD,344
1213,WARRIGAL_RD N of HIGH STREET_RD,352
1232,WARRIGAL_RD N of HIGH STREET_RD,360
1251,WARRIGAL_RD N of HIGH STREET_RD,349
1270,WARRIGAL_RD N of HIGH STREET_RD,331
1289,WARRIGAL_RD N of HIGH STREET_RD,306
1308,WARRIGAL_RD N of HIGH STREET_RD,325
1327,WARRIGAL_RD N of HIGH STREET_RD,282
1346,WARRIGAL_RD N of HIGH STREET_RD,368
1365,WARRIGAL_RD N of HIGH STREET_RD,353
1384,WARRIGAL_RD N of HIGH STREET_RD,278
1403,WARRIGAL_RD N of HIGH STREET_RD,328
1422,WARRIGAL_RD N of HIGH STREET_RD,267
1441,WARRIGAL_RD N of HIGH STREET_RD,224
1460,WARRIGAL_RD N of HIGH STREET_RD,238
1479,WARRIGAL_RD N of HIGH STREET_RD,221
1498,WARRIGAL_RD N of HIGH STREET_RD,180
1517,WARRIGAL_RD N of HIGH STREET_RD,174
1536,WARRIGAL_RD N of HIGH STREET_RD,161
1555,WARRIGAL_RD N of HIGH STREET_RD,156
1574,WARRIGAL_RD N of HIGH STREET_RD,145
1593,WARRIGAL_RD N of HIGH STREET_RD,127
1612,WARRIGAL_RD N of HIGH STREET_RD,135
1631,WARRIGAL_RD N of HIGH STREET_RD,138
1650,WARRIGAL_RD N of HIGH STREET_RD,106
1669,WARRIGAL_RD N of HIGH STREET_RD,133
1688,WARRIGAL_RD N of HIGH STREET_RD,120
1707,WARRIGAL_RD N of HIGH STREET_RD,104
1726,WARRIGAL_RD N of HIGH STREET_RD,103
1745,WARRIGAL_RD N of HIGH STREET_RD,82
1764,WARRIGAL_RD N of HIGH STREET_RD,83
1783,WARRIGAL_RD N of HIGH STREET_RD,62
1802,WARRIGAL_RD N of HIGH STREET_RD,53
1821,WARRIGAL_RD N of HIGH STREET_RD,49
17,WARRIGAL_RD N of HIGH STREET_RD,39
36,WARRIGAL_RD N of HIGH STREET_RD,28
55,WARRIGAL_RD N of HIGH STREET_RD,20
74,WARRIGAL_RD N of HIGH STREET_RD,17
93,WARRIGAL_RD N of HIGH STREET_RD,16
112,WARRIGAL_RD N of HIGH STREET_RD,15
131,WARRIGAL_RD N of HIGH STREET_RD,17
150,WARRIGAL_RD N of HIGH STREET_RD,10
169,WARRIGAL_RD N of HIGH STREET_RD,7
188,WARRIGAL_RD N of HIGH STREET_RD,11
207,WARRIGAL_RD N of HIGH STREET_RD,10
226,WARRIGAL_RD N of HIGH STREET_RD,11
245,WARRIGAL_RD N of HIGH STREET_RD,7
264,WARRIGAL_RD N of HIGH STREET_RD,2
283,WARRIGAL_RD N of HIGH STREET_RD,9
302,WARRIGAL_RD N of HIGH STREET_RD,14
321,WARRIGAL_RD N of HIGH STREET_RD,6
340,WARRIGAL_RD N of HIGH STREET_RD,8
359,WARRIGAL_RD N of HIGH STREET_RD,16
378,WARRIGAL_RD N of HIGH STREET_RD,23
397,WARRIGAL_RD N of HIGH STREET_RD,18
416,WARRIGAL_RD N of HIGH STREET_RD,39
435,WARRIGAL_RD N of HIGH STREET_RD,55
454,WARRIGAL_RD N of HIGH STREET_RD,83
473,WARRIGAL_RD N of HIGH STREET_RD,93
492,WARRIGAL_RD N of HIGH STREET_RD,163
511,WARRIGAL_RD N of HIGH STREET_RD,247
530,WARRIGAL_RD N of HIGH STREET_RD,265
549,WARRIGAL_RD N of HIGH STREET_RD,292
568,WARRIGAL_RD N of HIGH STREET_RD,329
587,WARRIGAL_RD N of HIGH STREET_RD,371
606,WARRIGAL_RD N of HIGH STREET_RD,367
625,WARRIGAL_RD N of HIGH STREET_RD,385
644,WARRIGAL_RD N of HIGH STREET_RD,413
663,WARRIGAL_RD N of HIGH STREET_RD,360
682,WARRIGAL_RD N of HIGH STREET_RD,425
701,WARRIGAL_RD N of HIGH STREET_RD,345
720,WARRIGAL_RD N of HIGH STREET_RD,358
739,WARRIGAL_RD N of HIGH STREET_RD,343
758,WARRIGAL_RD N of HIGH STREET_RD,308
777,WARRIGAL_RD N of HIGH STREET_RD,301
796,WARRIGAL_RD N of HIGH STREET_RD,291
815,WARRIGAL_RD N of HIGH STREET_RD,277
834,WARRIGAL_RD N of HIGH STREET_RD,298
853,WARRIGAL_RD N of HIGH STREET_RD,283
872,WARRIGAL_RD N of HIGH STREET_RD,303
891,WARRIGAL_RD N of HIGH STREET_RD,282
910,WARRIGAL_RD N of HIGH STREET_RD,310
929,WARRIGAL_RD N of HIGH STREET_RD,299
948,WARRIGAL_RD N of HIGH STREET_RD,271
967,WARRIGAL_RD N of HIGH STREET_RD,276
986,WARRIGAL_RD N of HIGH STREET_RD,219
1005,WARRIGAL_RD N of HIGH STREET_RD,300
1024,WARRIGAL_RD N of HIGH STREET_RD,270
1043,WARRIGAL_RD N of HIGH STREET_RD,305
1062,WARRIGAL_RD N of HIGH STREET_RD,316
1081,WARRIGAL_RD N of HIGH STREET_RD,265
1100,WARRIGAL_RD N of HIGH STREET_RD,297
1119,WARRIGAL_RD N of HIGH STREET_RD,302
1138,WARRIGAL_RD N of HIGH STREET_RD,296
1157,WARRIGAL_RD N of HIGH STREET_RD,284
1176,WARRIGAL_RD N of HIGH STREET_RD,301
1195,WARRIGAL_RD N of HIGH STREET_RD,320
1214,WARRIGAL_RD N of HIGH STREET_RD,303
1233,WARRIGAL_RD N of HIGH STREET_RD,345
1252,WARRIGAL_RD N of HIGH STREET_RD,381
1271,WARRIGAL_RD N of HIGH STREET_RD,301
1290,WARRIGAL_RD N of HIGH STREET_RD,296
1309,WARRIGAL_RD N of HIGH STREET_RD,353
1328,WARRIGAL_RD N of HIGH STREET_RD,319
1347,WARRIGAL_RD N of HIGH STREET_RD,386
1366,WARRIGAL_RD N of HIGH STREET_RD,311
1385,WARRIGAL_RD N of HIGH STREET_RD,296
1404,WARRIGAL_RD N of HIGH STREET_RD,308
1423,WARRIGAL_RD N of HIGH STREET_RD,262
1442,WARRIGAL_RD N of HIGH STREET_RD,256
1461,WARRIGAL_RD N of HIGH STREET_RD,213
1480,WARRIGAL_RD N of HIGH STREET_RD,233
1499,WARRIGAL_RD N of HIGH STREET_RD,184
1518,WARRIGAL_RD N of HIGH STREET_RD,179
1537,WARRIGAL_RD N of HIGH STREET_RD,176
1556,WARRIGAL_RD N of HIGH STREET_RD,146
1575,WARRIGAL_RD N of HIGH STREET_RD,128
1594,WARRIGAL_RD N of HIGH STREET_RD,126
1613,WARRIGAL_RD N of HIGH STREET_RD,155
1632,WARRIGAL_RD N of HIGH STREET_RD,165
1651,WARRIGAL_RD N of HIGH STREET_RD,121
1670,WARRIGAL_RD N of HIGH STREET_RD,163
1689,WARRIGAL_RD N of HIGH STREET_RD,151
1708,WARRIGAL_RD N of HIGH STREET_RD,120
1727,WARRIGAL_RD N of HIGH STREET_RD,101
1746,WARRIGAL_RD N of HIGH STREET_RD,96
1765,WARRIGAL_RD N of HIGH STREET_RD,73
1784,WARRIGAL_RD N of HIGH STREET_RD,48
1803,WARRIGAL_RD N of HIGH STREET_RD,44
1822,WARRIGAL_RD N of HIGH STREET_RD,44
18,WARRIGAL_RD N of HIGH STREET_RD,29
37,WARRIGAL_RD N of HIGH STREET_RD,31
56,WARRIGAL_RD N of HIGH STREET_RD,24
75,WARRIGAL_RD N of HIGH STREET_RD,20
94,WARRIGAL_RD N of HIGH STREET_RD,13
113,WARRIGAL_RD N of HIGH STREET_RD,12
132,WARRIGAL_RD N of HIGH STREET_RD,6
151,WARRIGAL_RD N of HIGH STREET_RD,12
170,WARRIGAL_RD N of HIGH STREET_RD,14
189,WARRIGAL_RD N of HIGH STREET_RD,8
208,WARRIGAL_RD N of HIGH STREET_RD,5
227,WARRIGAL_RD N of HIGH STREET_RD,11
246,WARRIGAL_RD N of HIGH STREET_RD,3
265,WARRIGAL_RD N of HIGH STREET_RD,6
284,WARRIGAL_RD N of HIGH STREET_RD,7
303,WARRIGAL_RD N of HIGH STREET_RD,12
322,WARRIGAL_RD N of HIGH STREET_RD,14
341,WARRIGAL_RD N of HIGH STREET_RD,8
360,WARRIGAL_RD N of HIGH STREET_RD,16
379,WARRIGAL_RD N of HIGH STREET_RD,16
398,WARRIGAL_RD N of HIGH STREET_RD,19
417,WARRIGAL_RD N of HIGH STREET_RD,35
436,WARRIGAL_RD N of HIGH STREET_RD,73
455,WARRIGAL_RD N of HIGH STREET_RD,79
474,WARRIGAL_RD N of HIGH STREET_RD,102
493,WARRIGAL_RD N of HIGH STREET_RD,162
512,WARRIGAL_RD N of HIGH STREET_RD,242
531,WARRIGAL_RD N of HIGH STREET_RD,272
550,WARRIGAL_RD N of HIGH STREET_RD,252
569,WARRIGAL_RD N of HIGH STREET_RD,310
588,WARRIGAL_RD N of HIGH STREET_RD,329
607,WARRIGAL_RD N of HIGH STREET_RD,270
626,WARRIGAL_RD N of HIGH STREET_RD,261
645,WARRIGAL_RD N of HIGH STREET_RD,276
664,WARRIGAL_RD N of HIGH STREET_RD,284
683,WARRIGAL_RD N of HIGH STREET_RD,314
702,WARRIGAL_RD N of HIGH STREET_RD,317
721,WARRIGAL_RD N of HIGH STREET_RD,389
740,WARRIGAL_RD N of HIGH STREET_RD,399
759,WARRIGAL_RD N of HIGH STREET_RD,331
778,WARRIGAL_RD N of HIGH STREET_RD,297
797,WARRIGAL_RD N of HIGH STREET_RD,277
816,WARRIGAL_RD N of HIGH STREET_RD,337
835,WARRIGAL_RD N of HIGH STREET_RD,319
854,WARRIGAL_RD N of HIGH STREET_RD,337
873,WARRIGAL_RD N of HIGH STREET_RD,290
892,WARRIGAL_RD N of HIGH STREET_RD,277
911,WARRIGAL_RD N of HIGH STREET_RD,289
930,WARRIGAL_RD N of HIGH STREET_RD,294
949,WARRIGAL_RD N of HIGH STREET_RD,353
968,WARRIGAL_RD N of HIGH STREET_RD,283
987,WARRIGAL_RD N of HIGH STREET_RD,295
1006,WARRIGAL_RD N of HIGH STREET_RD,323
1025,WARRIGAL_RD N of HIGH STREET_RD,278
1044,WARRIGAL_RD N of HIGH STREET_RD,305
1063,WARRIGAL_RD N of HIGH STREET_RD,302
1082,WARRIGAL_RD N of HIGH STREET_RD,304
1101,WARRIGAL_RD N of HIGH STREET_RD,291
1120,WARRIGAL_RD N of HIGH STREET_RD,283
1139,WARRIGAL_RD N of HIGH STREET_RD,303
1158,WARRIGAL_RD N of HIGH STREET_RD,316
1177,WARRIGAL_RD N of HIGH STREET_RD,332
1196,WARRIGAL_RD N of HIGH STREET_RD,334
1215,WARRIGAL_RD N of HIGH STREET_RD,352
1234,WARRIGAL_RD N of HIGH STREET_RD,341
1253,WARRIGAL_RD N of HIGH STREET_RD,378
1272,WARRIGAL_RD N of HIGH STREET_RD,321
1291,WARRIGAL_RD N of HIGH STREET_RD,349
1310,WARRIGAL_RD N of HIGH STREET_RD,313
1329,WARRIGAL_RD N of HIGH STREET_RD,412
1348,WARRIGAL_RD N of HIGH STREET_RD,385
1367,WARRIGAL_RD N of HIGH STREET_RD,338
1386,WARRIGAL_RD N of HIGH STREET_RD,350
1405,WARRIGAL_RD N of HIGH STREET_RD,291
1424,WARRIGAL_RD N of HIGH STREET_RD,304
1443,WARRIGAL_RD N of HIGH STREET_RD,279
1462,WARRIGAL_RD N of HIGH STREET_RD,255
1481,WARRIGAL_RD N of HIGH STREET_RD,253
1500,WARRIGAL_RD N of HIGH STREET_RD,221
1519,WARRIGAL_RD N of HIGH STREET_RD,197
1538,WARRIGAL_RD N of HIGH STREET_RD,182
1557,WARRIGAL_RD N of HIGH STREET_RD,160
1576,WARRIGAL_RD N of HIGH STREET_RD,147
1595,WARRIGAL_RD N of HIGH STREET_RD,134
1614,WARRIGAL_RD N of HIGH STREET_RD,158
1633,WARRIGAL_RD N of HIGH STREET_RD,134
1652,WARRIGAL_RD N of HIGH STREET_RD,164
1671,WARRIGAL_RD N of HIGH STREET_RD,112
1690,WARRIGAL_RD N of HIGH STREET_RD,118
1709,WARRIGAL_RD N of HIGH STREET_RD,117
1728,WARRIGAL_RD N of HIGH STREET_RD,96
1747,WARRIGAL_RD N of HIGH STREET_RD,81
1766,WARRIGAL_RD N of HIGH STREET_RD,76
1785,WARRIGAL_RD N of HIGH STREET_RD,58
1804,WARRIGAL_RD N of HIGH STREET_RD,48
1823,WARRIGAL_RD N of HIGH STREET_RD,59
